id,is_risk
0,0.16120455777736792
1,0.16120455777736792
2,0.16120455777736792
3,0.16120455777736792
4,0.16120455777736792
5,0.16120455777736792
6,0.16120455777736792
7,0.16120455777736792
8,0.16120455777736792
9,0.16120455777736792
10,0.16120455777736792
11,0.16120455777736792
12,0.16120455777736792
13,0.16120455777736792
14,0.16120455777736792
15,0.16120455777736792
16,0.16120455777736792
17,0.16120455777736792
18,0.16120455777736792
19,0.16120455777736792
20,0.16120455777736792
21,0.16120455777736792
22,0.16120455777736792
23,0.16120455777736792
24,0.16120455777736792
25,0.16120455777736792
26,0.16120455777736792
27,0.16120455777736792
28,0.16120455777736792
29,0.16120455777736792
30,0.16120455777736792
31,0.16120455777736792
32,0.16120455777736792
33,0.16120455777736792
34,0.16120455777736792
35,0.16120455777736792
36,0.16120455777736792
37,0.16120455777736792
38,0.16120455777736792
39,0.16120455777736792
40,0.16120455777736792
41,0.16120455777736792
42,0.16120455777736792
43,0.16120455777736792
44,0.16120455777736792
45,0.16120455777736792
46,0.16120455777736792
47,0.16120455777736792
48,0.16120455777736792
49,0.16120455777736792
50,0.16120455777736792
51,0.16120455777736792
52,0.16120455777736792
53,0.16120455777736792
54,0.16120455777736792
55,0.16120455777736792
56,0.16120455777736792
57,0.16120455777736792
58,0.16120455777736792
59,0.16120455777736792
60,0.16120455777736792
61,0.16120455777736792
62,0.16120455777736792
63,0.16120455777736792
64,0.16120455777736792
65,0.16120455777736792
66,0.16120455777736792
67,0.16120455777736792
68,0.16120455777736792
69,0.16120455777736792
70,0.16120455777736792
71,0.16120455777736792
72,0.16120455777736792
73,0.16120455777736792
74,0.16120455777736792
75,0.16120455777736792
76,0.16120455777736792
77,0.16120455777736792
78,0.16120455777736792
79,0.16120455777736792
80,0.16120455777736792
81,0.16120455777736792
82,0.16120455777736792
83,0.16120455777736792
84,0.16120455777736792
85,0.16120455777736792
86,0.16120455777736792
87,0.16120455777736792
88,0.16120455777736792
89,0.16120455777736792
90,0.16120455777736792
91,0.16120455777736792
92,0.16120455777736792
93,0.16120455777736792
94,0.16120455777736792
95,0.16120455777736792
96,0.16120455777736792
97,0.16120455777736792
98,0.16120455777736792
99,0.16120455777736792
100,0.16120455777736792
101,0.16120455777736792
102,0.16120455777736792
103,0.16120455777736792
104,0.16120455777736792
105,0.16120455777736792
106,0.16120455777736792
107,0.16120455777736792
108,0.16120455777736792
109,0.16120455777736792
110,0.16120455777736792
111,0.16120455777736792
112,0.16120455777736792
113,0.16120455777736792
114,0.16120455777736792
115,0.16120455777736792
116,0.16120455777736792
117,0.16120455777736792
118,0.16120455777736792
119,0.16120455777736792
120,0.16120455777736792
121,0.16120455777736792
122,0.16120455777736792
123,0.16120455777736792
124,0.16120455777736792
125,0.16120455777736792
126,0.16120455777736792
127,0.16120455777736792
128,0.16120455777736792
129,0.16120455777736792
130,0.16120455777736792
131,0.16120455777736792
132,0.16120455777736792
133,0.16120455777736792
134,0.16120455777736792
135,0.16120455777736792
136,0.16120455777736792
137,0.16120455777736792
138,0.16120455777736792
139,0.16120455777736792
140,0.16120455777736792
141,0.16120455777736792
142,0.16120455777736792
143,0.16120455777736792
144,0.16120455777736792
145,0.16120455777736792
146,0.16120455777736792
147,0.16120455777736792
148,0.16120455777736792
149,0.16120455777736792
150,0.16120455777736792
151,0.16120455777736792
152,0.16120455777736792
153,0.16120455777736792
154,0.16120455777736792
155,0.16120455777736792
156,0.16120455777736792
157,0.16120455777736792
158,0.16120455777736792
159,0.16120455777736792
160,0.16120455777736792
161,0.16120455777736792
162,0.16120455777736792
163,0.16120455777736792
164,0.16120455777736792
165,0.16120455777736792
166,0.16120455777736792
167,0.16120455777736792
168,0.16120455777736792
169,0.16120455777736792
170,0.16120455777736792
171,0.16120455777736792
172,0.16120455777736792
173,0.16120455777736792
174,0.16120455777736792
175,0.16120455777736792
176,0.16120455777736792
177,0.16120455777736792
178,0.16120455777736792
179,0.16120455777736792
180,0.16120455777736792
